Subject	Factor	Condition	Trial	Score
6	2	1	24	1.1675
6	2	1	25	1.3483
6	2	1	26	1.6476
6	2	1	27	2.4270
6	2	1	28	1.9904
6	2	1	29	-0.3819
6	2	1	30	2.0661
6	2	2	1	6.1153
6	2	2	2	5.9401
6	2	2	3	6.6139
6	2	2	4	5.6309
6	2	2	5	4.6308
6	2	2	6	5.1545
6	2	2	7	2.8548
6	2	2	8	5.7771
6	2	2	9	5.4207
6	2	2	10	4.7127
6	2	2	11	4.6491
6	2	2	12	4.2231
6	2	2	13	5.2561
6	2	2	14	5.6831
6	2	2	15	4.9734
6	2	2	16	4.8039
6	2	2	17	5.2678
6	2	2	18	5.1290
6	2	2	19	4.3465
6	2	2	20	6.5963
6	2	2	21	5.7447
6	2	2	22	6.5847
6	2	2	23	4.8061
6	2	2	24	4.1851
6	2	2	25	6.1114
6	2	2	26	5.3450
6	2	2	27	4.5476
6	2	2	28	5.2147
6	2	2	29	3.2949
6	2	2	30	6.3877
17	1	1	1	0.8898
17	1	1	2	1.1825
17	1	1	3	3.2104
17	1	1	4	0.9617
17	1	1	5	1.4581
17	1	1	6	1.3648
17	1	1	7	3.4907
17	1	1	8	1.9519
17	1	1	9	0.7899
17	1	1	10	0.7464
17	1	1	11	3.6066
17	1	1	12	3.8084
17	1	1	13	3.5060
17	1	1	14	0.6150
17	1	1	15	1.6574
17	1	1	16	1.6720
17	1	1	17	2.1785
17	1	1	18	1.2986
17	1	1	19	0.8933
17	1	1	20	1.4242
17	1	1	21	2.9531
17	1	1	22	4.2436
17	1	1	23	2.1002
17	1	1	24	1.6043
17	1	1	25	2.5726
17	1	1	26	1.3834
17	1	1	27	3.7334
17	1	1	28	2.9778
17	1	1	29	0.6434
17	1	1	30	1.2011
17	1	2	1	4.2012
17	1	2	2	3.2483
17	1	2	3	3.2533
17	1	2	4	1.1529
17	1	2	5	3.0881
17	1	2	6	3.5459
17	1	2	7	2.2234
17	1	2	8	1.8576
17	1	2	9	2.6746
17	1	2	10	1.8062
17	1	2	11	2.7887
17	1	2	12	3.1394
17	1	2	13	4.2335
17	1	2	14	3.0401
17	1	2	15	2.3182
17	1	2	16	4.4944
17	1	2	17	3.6854
17	1	2	18	3.0910
17	1	2	19	3.5319
17	1	2	20	2.3521
17	1	2	21	3.7166
17	1	2	22	3.1287
17	1	2	23	3.4852
17	1	2	24	1.8129
17	1	2	25	4.3959
17	1	2	26	3.2946
17	1	2	27	0.9431
17	1	2	28	3.3302
17	1	2	29	4.1346
17	1	2	30	3.4988
17	2	1	1	1.0556
17	2	1	2	0.9946
17	2	1	3	-1.2346
17	2	1	4	-2.6308
17	2	1	5	1.4635
17	2	1	6	0.0656
17	2	1	7	-0.3049
17	2	1	8	-0.7312
17	2	1	9	-1.8601
17	2	1	10	-0.1038
17	2	1	11	-1.6997
17	2	1	12	-1.1645
17	2	1	13	-0.5339
17	2	1	14	0.4307
17	2	1	15	0.0505
17	2	1	16	-1.6706
17	2	1	17	1.1567
17	2	1	18	-0.2925
17	2	1	19	1.5452
17	2	1	20	-1.5342
17	2	1	21	-1.1078
17	2	1	22	-1.0925
17	2	1	23	-0.4324
17	2	1	24	-1.3023
17	2	1	25	-1.2892
17	2	1	26	-2.7044
17	2	1	27	-1.1634
17	2	1	28	-0.0679
17	2	1	29	-0.5090
17	2	1	30	-0.4928
17	2	2	1	5.8905
17	2	2	2	6.1760
17	2	2	3	5.5063
17	2	2	4	5.3024
17	2	2	5	6.5157
17	2	2	6	5.5866
17	2	2	7	6.2367
17	2	2	8	5.0480
17	2	2	9	5.8615
17	2	2	10	6.7521
17	2	2	11	5.1170
17	2	2	12	6.1466
17	2	2	13	5.7714
17	2	2	14	5.9321
17	2	2	15	5.6490
17	2	2	16	3.9299
17	2	2	17	5.8640
17	2	2	18	7.4009
17	2	2	19	6.6593
17	2	2	20	5.6304
17	2	2	21	5.3461
17	2	2	22	6.2565
17	2	2	23	5.6240
17	2	2	24	5.4790
17	2	2	25	6.0629
17	2	2	26	7.2613
17	2	2	27	3.4875
17	2	2	28	6.5924
17	2	2	29	4.9995
17	2	2	30	6.9518
25	1	1	1	-0.1957
25	1	1	2	2.0045
25	1	1	3	2.2864
25	1	1	4	1.8037
25	1	1	5	2.0254
25	1	1	6	0.7152
25	1	1	7	1.1019
25	1	1	8	1.4133
25	1	1	9	2.5949
25	1	1	10	1.6422
25	1	1	11	3.7657
25	1	1	12	2.3684
25	1	1	13	0.3655
25	1	1	14	1.7741
25	1	1	15	1.5762
25	1	1	16	2.3316
25	1	1	17	2.0077
25	1	1	18	1.9492
25	1	1	19	1.4946
25	1	1	20	2.1637
25	1	1	21	0.7843
25	1	1	22	2.8406
25	1	1	23	0.9048
25	1	1	24	1.5667
25	1	1	25	2.0822
25	1	1	26	2.4764
25	1	1	27	2.1517
25	1	1	28	3.9665
25	1	1	29	3.8503
25	1	1	30	2.8547
25	1	2	1	3.8807
25	1	2	2	2.9813
25	1	2	3	3.3275
25	1	2	4	2.3829
25	1	2	5	3.4143
25	1	2	6	3.3180
25	1	2	7	5.5402
25	1	2	8	4.5421
25	1	2	9	3.8539
25	1	2	10	3.4961
25	1	2	11	3.8717
25	1	2	12	4.5551
25	1	2	13	6.0257
25	1	2	14	4.1158
25	1	2	15	4.6522
25	1	2	16	4.4683
25	1	2	17	4.3436
25	1	2	18	4.7905
25	1	2	19	5.0482
25	1	2	20	3.8330
25	1	2	21	3.4747
25	1	2	22	4.0156
25	1	2	23	4.7856
25	1	2	24	5.0048
25	1	2	25	3.2462
25	1	2	26	4.7011
25	1	2	27	3.6167
25	1	2	28	3.4529
25	1	2	29	4.3304
25	1	2	30	4.7210
25	2	1	1	0.1981
25	2	1	2	-0.7302
25	2	1	3	0.7180
25	2	1	4	1.3214
25	2	1	5	0.8519
25	2	1	6	2.3459
25	2	1	7	0.4376
25	2	1	8	1.5635
25	2	1	9	-0.0164
25	2	1	10	-0.4948
25	2	1	11	1.4350
25	2	1	12	-0.6243
25	2	1	13	-0.5322
25	2	1	14	0.1633
25	2	1	15	-0.7202
25	2	1	16	1.3269
25	2	1	17	0.4910
25	2	1	18	-0.5253
25	2	1	19	-0.1201
25	2	1	20	-0.2182
25	2	1	21	0.6967
25	2	1	22	-1.6462
25	2	1	23	0.0740
25	2	1	24	-0.6230
25	2	1	25	1.0980
25	2	1	26	1.3669
25	2	1	27	0.9155
25	2	1	28	0.6669
25	2	1	29	-1.8666
25	2	1	30	0.7964
25	2	2	1	4.3408
25	2	2	2	4.9516
25	2	2	3	4.8895
25	2	2	4	4.0589
25	2	2	5	5.7972
25	2	2	6	5.4569
25	2	2	7	4.8662
25	2	2	8	6.1092
25	2	2	9	6.7954
25	2	2	10	4.1089
25	2	2	11	5.1912
25	2	2	12	4.1065
25	2	2	13	5.9679
25	2	2	14	5.7173
25	2	2	15	4.6998
25	2	2	16	4.6579
25	2	2	17	4.4637
25	2	2	18	6.1429
25	2	2	19	4.9686
25	2	2	20	5.0673
25	2	2	21	3.9587
25	2	2	22	5.5297
25	2	2	23	7.9074
25	2	2	24	5.5068
25	2	2	25	3.7943
25	2	2	26	5.4639
25	2	2	27	3.7813
25	2	2	28	5.3657
25	2	2	29	3.5240
25	2	2	30	5.9363
2	1	1	1	4.7539
2	1	1	2	5.1641
2	1	1	3	4.9958
2	1	1	4	2.8541
2	1	1	5	4.0548
2	1	1	6	4.5233
2	1	1	7	2.5381
2	1	1	8	3.8139
2	1	1	9	4.3750
2	1	1	10	2.3240
2	1	1	11	2.6592
2	1	1	12	4.3903
2	1	1	13	3.6058
2	1	1	14	4.1366
2	1	1	15	4.9764
2	1	1	16	4.0942
2	1	1	17	2.8251
2	1	1	18	4.3642
2	1	1	19	3.4453
2	1	1	20	2.7959
2	1	1	21	5.7062
2	1	1	22	3.6923
2	1	1	23	2.6749
2	1	1	24	4.2479
2	1	1	25	5.2942
2	1	1	26	4.2058
2	1	1	27	4.4023
2	1	1	28	3.7174
2	1	1	29	3.4536
2	1	1	30	4.4831
2	1	2	1	4.9955
2	1	2	2	5.2657
2	1	2	3	4.6636
2	1	2	4	4.5048
2	1	2	5	4.9219
2	1	2	6	4.0019
2	1	2	7	5.4388
2	1	2	8	5.2927
2	1	2	9	5.1492
2	1	2	10	2.9427
2	1	2	11	4.6795
2	1	2	12	5.4395
2	1	2	13	5.5594
2	1	2	14	5.3694
2	1	2	15	5.1530
2	1	2	16	3.5869
2	1	2	17	5.5296
2	1	2	18	5.0591
2	1	2	19	5.6754
2	1	2	20	5.7890
2	1	2	21	5.1042
2	1	2	22	5.5155
2	1	2	23	4.8551
2	1	2	24	4.8678
2	1	2	25	4.8079
2	1	2	26	4.2369
2	1	2	27	5.4238
2	1	2	28	6.4255
2	1	2	29	4.6117
2	1	2	30	4.6887
2	2	1	1	3.7785
2	2	1	2	3.0951
2	2	1	3	4.5969
2	2	1	4	1.3546
2	2	1	5	2.0219
2	2	1	6	2.2919
2	2	1	7	5.2321
2	2	1	8	3.4873
2	2	1	9	2.6119
2	2	1	10	3.0856
2	2	1	11	2.7400
2	2	1	12	4.0335
2	2	1	13	3.0739
2	2	1	14	3.8736
2	2	1	15	3.7580
2	2	1	16	2.8244
2	2	1	17	2.9420
2	2	1	18	3.1836
2	2	1	19	2.2562
2	2	1	20	2.8170
2	2	1	21	2.9662
2	2	1	22	2.0324
2	2	1	23	3.9932
2	2	1	24	1.9239
2	2	1	25	2.3449
2	2	1	26	1.8861
2	2	1	27	4.1211
2	2	1	28	2.3753
2	2	1	29	1.3299
2	2	1	30	3.8688
2	2	2	1	8.0288
2	2	2	2	7.2592
2	2	2	3	6.7256
2	2	2	4	5.7274
2	2	2	5	5.8347
2	2	2	6	7.8166
2	2	2	7	7.7377
2	2	2	8	5.9789
2	2	2	9	7.3931
2	2	2	10	6.8041
2	2	2	11	6.2135
2	2	2	12	5.7549
2	2	2	13	6.8738
2	2	2	14	4.7680
2	2	2	15	5.0139
2	2	2	16	8.6026
2	2	2	17	6.5150
2	2	2	18	9.2158
2	2	2	19	6.3436
2	2	2	20	6.7602
2	2	2	21	7.5101
2	2	2	22	6.4084
2	2	2	23	6.0652
2	2	2	24	8.0189
2	2	2	25	5.7168
2	2	2	26	7.3945
2	2	2	27	6.0763
2	2	2	28	7.3305
2	2	2	29	7.4348
2	2	2	30	5.7570
5	1	1	1	0.6757
5	1	1	2	1.1756
5	1	1	3	-0.9093
5	1	1	4	0.5048
5	1	1	5	0.1059
5	1	1	6	-1.0849
5	1	1	7	-0.1324
5	1	1	8	-0.0177
5	1	1	9	-0.9409
5	1	1	10	-1.8115
5	1	1	11	-0.7668
5	1	1	12	0.1371
5	1	1	13	-1.5808
5	1	1	14	1.4058
5	1	1	15	-0.4577
5	1	1	16	-1.9212
5	1	1	17	0.2536
5	1	1	18	1.6303
5	1	1	19	0.1957
5	1	1	20	0.3047
5	1	1	21	0.1158
5	1	1	22	0.3163
5	1	1	23	1.0249
5	1	1	24	0.3250
5	1	1	25	0.8980
5	1	1	26	0.6507
5	1	1	27	0.2746
5	1	1	28	0.4228
5	1	1	29	-0.8401
5	1	1	30	-0.8014
5	1	2	1	2.8707
5	1	2	2	3.2381
5	1	2	3	1.9891
5	1	2	4	3.6959
5	1	2	5	2.9933
5	1	2	6	5.6154
5	1	2	7	3.2949
5	1	2	8	1.5769
5	1	2	9	3.2676
5	1	2	10	3.3833
5	1	2	11	2.3730
5	1	2	12	3.1187
5	1	2	13	2.2860
5	1	2	14	2.9046
5	1	2	15	3.3032
5	1	2	16	4.0749
5	1	2	17	3.6550
5	1	2	18	0.2396
5	1	2	19	3.1692
5	1	2	20	3.7099
5	1	2	21	2.8757
5	1	2	22	3.7422
5	1	2	23	3.6586
5	1	2	24	4.1897
5	1	2	25	4.1153
5	1	2	26	3.8424
5	1	2	27	1.2292
5	1	2	28	1.8934
5	1	2	29	3.5690
5	1	2	30	1.9089
5	2	1	1	1.2801
5	2	1	2	2.5736
5	2	1	3	1.9068
5	2	1	4	2.9506
5	2	1	5	0.5457
5	2	1	6	2.3663
5	2	1	7	0.2528
5	2	1	8	0.4441
5	2	1	9	2.1806
5	2	1	10	1.7464
5	2	1	11	0.7564
5	2	1	12	1.5942
5	2	1	13	1.3042
5	2	1	14	0.9904
5	2	1	15	2.1354
5	2	1	16	0.3971
5	2	1	17	2.2003
5	2	1	18	-0.1383
5	2	1	19	2.4158
5	2	1	20	2.2302
5	2	1	21	2.6450
5	2	1	22	1.1948
5	2	1	23	2.5670
5	2	1	24	0.8142
5	2	1	25	2.7865
5	2	1	26	-0.2363
5	2	1	27	2.1715
5	2	1	28	1.1535
5	2	1	29	1.1134
5	2	1	30	2.0386
5	2	2	1	5.4119
5	2	2	2	6.7196
5	2	2	3	5.6416
5	2	2	4	6.7623
5	2	2	5	5.2734
5	2	2	6	5.8177
5	2	2	7	6.1474
5	2	2	8	6.8651
5	2	2	9	6.3692
5	2	2	10	5.4611
5	2	2	11	4.3770
5	2	2	12	5.0629
5	2	2	13	6.0805
5	2	2	14	4.7511
5	2	2	15	6.0402
5	2	2	16	6.8559
5	2	2	17	5.9938
5	2	2	18	5.9138
5	2	2	19	6.1550
5	2	2	20	6.9648
5	2	2	21	7.1972
5	2	2	22	4.7237
5	2	2	23	5.9542
5	2	2	24	6.3377
5	2	2	25	5.4848
5	2	2	26	8.2441
5	2	2	27	6.6047
5	2	2	28	4.8978
5	2	2	29	6.5607
5	2	2	30	6.4490
14	1	1	1	1.2373
14	1	1	2	-1.2355
14	1	1	3	2.0144
14	1	1	4	-1.1325
14	1	1	5	1.5869
14	1	1	6	-0.6323
14	1	1	7	0.8629
14	1	1	8	1.4426
14	1	1	9	1.2957
14	1	1	10	0.5144
14	1	1	11	-0.4486
14	1	1	12	0.3655
14	1	1	13	-0.3256
14	1	1	14	-1.1876
14	1	1	15	-0.4240
14	1	1	16	1.0657
14	1	1	17	1.0315
14	1	1	18	0.0622
14	1	1	19	0.5392
14	1	1	20	0.9348
14	1	1	21	0.6764
14	1	1	22	0.7349
14	1	1	23	2.5581
14	1	1	24	-1.7998
14	1	1	25	0.8164
14	1	1	26	0.7673
14	1	1	27	1.1397
14	1	1	28	-0.1035
14	1	1	29	1.3651
14	1	1	30	0.6493
14	1	2	1	5.4841
14	1	2	2	5.5990
14	1	2	3	5.9572
14	1	2	4	4.5709
14	1	2	5	5.9523
14	1	2	6	4.8633
14	1	2	7	3.2056
14	1	2	8	4.4856
14	1	2	9	4.1303
14	1	2	10	2.9061
14	1	2	11	4.2178
14	1	2	12	4.0203
14	1	2	13	5.3561
14	1	2	14	4.9746
14	1	2	15	5.5181
14	1	2	16	4.9195
14	1	2	17	4.4897
14	1	2	18	4.5456
14	1	2	19	4.9244
14	1	2	20	5.8001
14	1	2	21	5.4410
14	1	2	22	3.2796
14	1	2	23	4.7562
14	1	2	24	4.4131
14	1	2	25	5.2070
14	1	2	26	4.3351
14	1	2	27	5.7696
14	1	2	28	4.4559
14	1	2	29	3.1682
14	1	2	30	6.0306
14	2	1	1	2.8201
14	2	1	2	2.9446
14	2	1	3	1.6856
14	2	1	4	3.2131
14	2	1	5	0.1418
14	2	1	6	3.4769
14	2	1	7	2.3776
14	2	1	8	0.7647
14	2	1	9	1.1505
14	2	1	10	2.5866
14	2	1	11	2.6002
14	2	1	12	1.3732
14	2	1	13	1.9262
14	2	1	14	3.7787
14	2	1	15	1.9173
14	2	1	16	2.4119
14	2	1	17	3.1780
14	2	1	18	3.2760
14	2	1	19	2.5171
14	2	1	20	0.7601
14	2	1	21	0.7326
14	2	1	22	2.8079
14	2	1	23	1.6420
14	2	1	24	2.9441
14	2	1	25	0.9951
14	2	1	26	2.8395
14	2	1	27	3.0086
14	2	1	28	2.7591
14	2	1	29	1.3659
14	2	1	30	2.0320
14	2	2	1	6.9220
14	2	2	2	4.8899
14	2	2	3	5.7787
14	2	2	4	5.4025
14	2	2	5	7.4824
14	2	2	6	8.2096
14	2	2	7	7.1892
14	2	2	8	5.7322
14	2	2	9	6.7090
14	2	2	10	6.2566
14	2	2	11	5.6269
14	2	2	12	6.8258
14	2	2	13	6.5899
14	2	2	14	5.3471
14	2	2	15	5.7970
14	2	2	16	6.2023
14	2	2	17	7.1349
14	2	2	18	5.2317
14	2	2	19	5.8826
14	2	2	20	5.9983
14	2	2	21	7.4635
14	2	2	22	8.2423
14	2	2	23	7.9075
14	2	2	24	7.3919
14	2	2	25	6.8070
14	2	2	26	6.5498
14	2	2	27	4.9804
14	2	2	28	6.0619
14	2	2	29	6.4591
14	2	2	30	6.7086
1	1	1	1	1.5296
1	1	1	2	1.8732
1	1	1	3	3.0960
1	1	1	4	1.3493
1	1	1	5	1.7624
1	1	1	6	2.8089
1	1	1	7	4.0728
1	1	1	8	1.4856
1	1	1	9	3.1634
1	1	1	10	1.7402
1	1	1	11	2.2243
1	1	1	12	1.9356
1	1	1	13	3.7969
1	1	1	14	3.3963
1	1	1	15	0.4325
1	1	1	16	2.1769
1	1	1	17	3.0914
1	1	1	18	0.9815
1	1	1	19	2.3312
1	1	1	20	2.1123
1	1	1	21	3.0316
1	1	1	22	1.6669
1	1	1	23	2.6177
1	1	1	24	2.0162
1	1	1	25	1.1240
1	1	1	26	2.1535
1	1	1	27	2.0799
1	1	1	28	2.2464
1	1	1	29	2.2366
1	1	1	30	0.9492
1	1	2	1	4.4929
1	1	2	2	4.7228
1	1	2	3	3.2721
1	1	2	4	2.6614
1	1	2	5	3.6123
1	1	2	6	2.9981
1	1	2	7	3.4635
1	1	2	8	1.6406
1	1	2	9	5.0853
1	1	2	10	3.7260
1	1	2	11	4.1146
1	1	2	12	4.9972
1	1	2	13	1.3338
1	1	2	14	2.6550
1	1	2	15	3.5748
1	1	2	16	3.9264
1	1	2	17	2.8454
1	1	2	18	3.6969
1	1	2	19	2.1720
1	1	2	20	3.2089
1	1	2	21	3.0969
1	1	2	22	4.3555
1	1	2	23	2.8652
1	1	2	24	2.4975
1	1	2	25	2.5060
1	1	2	26	3.6773
1	1	2	27	2.6528
1	1	2	28	5.0021
1	1	2	29	3.9729
1	1	2	30	3.7192
1	2	1	1	2.7928
1	2	1	2	3.2600
1	2	1	3	4.2879
1	2	1	4	0.7064
1	2	1	5	4.2371
1	2	1	6	2.5657
1	2	1	7	2.9467
1	2	1	8	3.8288
1	2	1	9	3.5267
1	2	1	10	1.3300
1	2	1	11	1.4405
1	2	1	12	3.5178
1	2	1	13	2.0337
1	2	1	14	1.3129
1	2	1	15	2.5851
1	2	1	16	2.5466
1	2	1	17	1.7829
1	2	1	18	1.8344
1	2	1	19	3.2349
1	2	1	20	1.0340
1	2	1	21	4.2590
1	2	1	22	3.6095
1	2	1	23	2.6691
1	2	1	24	2.9212
1	2	1	25	2.0362
1	2	1	26	1.9005
1	2	1	27	3.3177
1	2	1	28	3.8457
1	2	1	29	4.2227
1	2	1	30	2.8157
1	2	2	1	7.2810
1	2	2	2	8.6247
1	2	2	3	8.9345
1	2	2	4	6.2942
1	2	2	5	8.9062
1	2	2	6	6.5086
1	2	2	7	5.9649
1	2	2	8	7.2316
1	2	2	9	6.6179
1	2	2	10	7.8317
1	2	2	11	7.3270
1	2	2	12	5.1181
1	2	2	13	3.6390
1	2	2	14	7.2087
1	2	2	15	5.6592
1	2	2	16	7.5762
1	2	2	17	8.2505
1	2	2	18	5.6891
1	2	2	19	7.6761
1	2	2	20	6.8266
1	2	2	21	6.0812
1	2	2	22	8.2422
1	2	2	23	6.1515
1	2	2	24	7.8960
1	2	2	25	8.2520
1	2	2	26	4.5792
1	2	2	27	9.6177
1	2	2	28	8.0243
1	2	2	29	7.7182
1	2	2	30	5.9010
4	1	1	1	0.8525
4	1	1	2	-0.2616
4	1	1	3	-0.1575
4	1	1	4	0.2153
4	1	1	5	1.6993
4	1	1	6	2.9528
4	1	1	7	2.4582
4	1	1	8	0.6189
4	1	1	9	-1.0674
4	1	1	10	1.3472
4	1	1	11	0.3748
4	1	1	12	-0.6692
4	1	1	13	1.5582
4	1	1	14	1.6914
4	1	1	15	1.9668
4	1	1	16	0.8439
4	1	1	17	0.6927
4	1	1	18	0.9044
4	1	1	19	0.9359
4	1	1	20	1.3278
4	1	1	21	2.7945
4	1	1	22	1.2297
4	1	1	23	1.7609
4	1	1	24	3.1903
4	1	1	25	0.7710
4	1	1	26	1.8403
4	1	1	27	1.4042
4	1	1	28	0.2611
4	1	1	29	-1.4237
4	1	1	30	-1.2687
4	1	2	1	4.2049
4	1	2	2	3.9402
4	1	2	3	4.1430
4	1	2	4	3.1356
4	1	2	5	4.7783
4	1	2	6	4.7592
4	1	2	7	3.8315
4	1	2	8	5.3089
4	1	2	9	2.9080
4	1	2	10	3.4944
4	1	2	11	4.2995
4	1	2	12	3.2527
4	1	2	13	5.7844
4	1	2	14	6.0458
4	1	2	15	4.7871
4	1	2	16	3.1468
4	1	2	17	5.2100
4	1	2	18	1.9946
4	1	2	19	4.0162
4	1	2	20	7.7537
4	1	2	21	4.9904
4	1	2	22	3.4013
4	1	2	23	5.4379
4	1	2	24	4.2678
4	1	2	25	5.5865
4	1	2	26	4.1863
4	1	2	27	5.8932
4	1	2	28	5.5601
4	1	2	29	4.7651
4	1	2	30	4.2519
4	2	1	1	0.1354
4	2	1	2	-0.3113
4	2	1	3	-0.1995
4	2	1	4	0.5794
4	2	1	5	-0.9170
4	2	1	6	-0.9217
4	2	1	7	-0.1280
4	2	1	8	-0.8472
4	2	1	9	-1.6113
4	2	1	10	0.7499
4	2	1	11	-0.3861
4	2	1	12	-1.6871
4	2	1	13	-0.5151
4	2	1	14	-0.2643
4	2	1	15	-2.4547
4	2	1	16	-1.4780
4	2	1	17	-1.9361
4	2	1	18	0.9880
4	2	1	19	-0.2625
4	2	1	20	0.9923
4	2	1	21	0.4388
4	2	1	22	0.3579
4	2	1	23	-0.7998
4	2	1	24	0.1645
4	2	1	25	-1.4534
4	2	1	26	-0.8444
4	2	1	27	-0.7840
4	2	1	28	0.0780
4	2	1	29	-1.9153
4	2	1	30	-1.5081
4	2	2	1	6.1194
4	2	2	2	7.3910
4	2	2	3	6.2882
4	2	2	4	5.4789
4	2	2	5	5.8731
4	2	2	6	5.9994
4	2	2	7	7.8796
4	2	2	8	5.8488
4	2	2	9	6.8605
4	2	2	10	5.8421
4	2	2	11	5.1207
4	2	2	12	6.2311
4	2	2	13	6.9735
4	2	2	14	4.2575
4	2	2	15	4.8309
4	2	2	16	5.7299
4	2	2	17	6.3851
4	2	2	18	4.9975
4	2	2	19	5.2720
4	2	2	20	6.5446
4	2	2	21	4.5866
4	2	2	22	6.9694
4	2	2	23	6.7850
4	2	2	24	5.2793
4	2	2	25	6.5817
4	2	2	26	7.2158
4	2	2	27	6.2363
4	2	2	28	6.7813
4	2	2	29	6.0503
4	2	2	30	5.9382
24	1	1	1	0.0459
24	1	1	2	-0.8756
24	1	1	3	-0.6286
24	1	1	4	0.0879
24	1	1	5	1.1071
24	1	1	6	-0.4803
24	1	1	7	1.5954
24	1	1	8	-0.6951
24	1	1	9	0.7638
24	1	1	10	-1.1912
24	1	1	11	-0.7487
24	1	1	12	-0.3555
24	1	1	13	0.3412
24	1	1	14	1.9901
24	1	1	15	0.2287
24	1	1	16	-0.2926
24	1	1	17	0.6300
24	1	1	18	-1.0804
24	1	1	19	0.0224
24	1	1	20	0.5646
24	1	1	21	-0.1771
24	1	1	22	-0.0493
24	1	1	23	0.2983
24	1	1	24	0.5399
24	1	1	25	1.7964
24	1	1	26	2.1157
24	1	1	27	0.8157
24	1	1	28	-1.2476
24	1	1	29	0.4818
24	1	1	30	-0.4483
24	1	2	1	1.8560
24	1	2	2	3.5973
24	1	2	3	3.3842
24	1	2	4	2.7064
24	1	2	5	2.5221
24	1	2	6	2.0138
24	1	2	7	1.0600
24	1	2	8	1.2720
24	1	2	9	1.7264
24	1	2	10	2.4847
24	1	2	11	3.0752
24	1	2	12	3.1296
24	1	2	13	1.6593
24	1	2	14	3.6002
24	1	2	15	3.3270
24	1	2	16	4.3550
24	1	2	17	2.3900
24	1	2	18	2.8935
24	1	2	19	2.3747
24	1	2	20	3.6179
24	1	2	21	3.9885
24	1	2	22	3.4007
24	1	2	23	5.6719
24	1	2	24	2.7399
24	1	2	25	3.3296
24	1	2	26	0.9333
24	1	2	27	2.3541
24	1	2	28	1.0118
24	1	2	29	2.7922
24	1	2	30	1.5840
24	2	1	1	0.6827
24	2	1	2	0.4530
24	2	1	3	1.2005
24	2	1	4	2.3026
24	2	1	5	2.9057
24	2	1	6	1.7844
24	2	1	7	0.7945
24	2	1	8	1.5346
24	2	1	9	0.5838
24	2	1	10	0.4119
24	2	1	11	-0.0522
24	2	1	12	-0.5508
24	2	1	13	1.2900
24	2	1	14	2.0275
24	2	1	15	1.5615
24	2	1	16	1.3472
24	2	1	17	1.3754
24	2	1	18	0.7969
24	2	1	19	3.2414
24	2	1	20	1.1353
24	2	1	21	-0.0591
24	2	1	22	1.0525
24	2	1	23	0.7857
24	2	1	24	1.2338
24	2	1	25	0.9652
24	2	1	26	0.5110
24	2	1	27	-0.3824
24	2	1	28	0.9058
24	2	1	29	-0.1926
24	2	1	30	1.2595
24	2	2	1	7.7969
24	2	2	2	9.2588
24	2	2	3	7.4089
24	2	2	4	7.2997
24	2	2	5	7.9418
24	2	2	6	7.3180
24	2	2	7	8.1843
24	2	2	8	6.7031
24	2	2	9	7.0199
24	2	2	10	6.2315
24	2	2	11	6.1299
24	2	2	12	6.2940
24	2	2	13	7.7016
24	2	2	14	6.9587
24	2	2	15	5.0555
