Subject	Factor	Condition	Trial	Score
10	130	419	4	0.4857
10	130	419	5	1.4312
10	130	419	6	1.0246
10	130	419	7	2.4422
10	130	419	8	2.397
10	130	419	9	0.972
10	130	419	10	3.8187
10	130	419	11	-0.0343
10	130	419	12	1.3471
10	130	419	13	0.2842
10	130	419	14	4.5835
10	130	419	15	-0.0702
10	130	419	16	0.673
10	130	419	17	0.8883
10	130	419	18	2.3744
10	130	419	19	2.5313
10	130	419	20	4.0029
10	130	419	21	2.0543
10	130	419	22	2.6523
10	130	419	23	1.2627
10	130	438	1	2.8816
10	130	438	2	1.746
10	130	438	3	3.9962
10	130	438	4	4.2341
10	130	438	5	2.0074
10	130	438	6	3.7342
10	130	438	7	3.6122
10	130	438	8	1.7234
10	130	438	9	3.6686
10	130	438	10	3.9373
10	130	438	11	1.7902
10	130	438	12	3.8558
10	130	438	13	2.9341
10	130	438	14	2.5342
10	130	438	15	4.3281
10	130	438	16	3.0742
10	130	438	17	2.4057
10	130	438	18	2.425
10	130	438	19	5.8236
10	130	438	20	2.0687
10	130	438	21	6.0767
10	130	438	22	3.9557
10	130	438	23	2.4738
10	130	438	24	4.1267
10	130	438	25	4.2806
10	130	438	26	2.462
10	130	438	27	4.1018
10	130	438	28	3.4439
10	130	438	29	3.8646
10	130	438	30	3.6487
10	167	419	1	2.4399
10	167	419	2	1.2917
10	167	419	3	3.4162
10	167	419	4	3.1894
10	167	419	5	2.1824
10	167	419	6	3.0087
10	167	419	7	2.6523
10	167	419	8	2.3261
10	167	419	9	4.1305
10	167	419	10	3.1006
10	167	419	11	3.3672
10	167	419	12	3.3763
10	167	419	13	4.6619
10	167	419	14	3.3799
10	167	419	15	4.4763
10	167	419	16	4.8835
10	167	419	17	3.0298
10	167	419	18	4.5881
10	167	419	19	3.6652
10	167	419	20	3.277
10	167	419	21	2.1041
10	167	419	22	4.8706
10	167	419	23	3.8573
10	167	419	24	3.3771
10	167	419	25	4.2779
10	167	419	26	3.7251
10	167	419	27	2.2425
10	167	419	28	3.6502
10	167	438	1	6.0283
10	167	438	2	6.1697
10	167	438	3	6.103
10	167	438	4	5.1008
10	167	438	5	6.7958
10	167	438	6	6.8828
10	167	438	7	4.2881
10	167	438	8	5.8746
10	167	438	9	6.4305
10	167	438	10	7.3644
10	167	438	11	6.4144
10	167	438	12	3.5968
10	167	438	13	6.6896
10	167	438	14	6.038
10	167	438	15	6.9846
10	167	438	16	5.6495
10	167	438	17	5.3241
10	167	438	18	4.6869
10	167	438	19	5.0288
10	167	438	20	4.3869
10	167	438	21	4.325
10	167	438	22	4.9178
10	167	438	23	5.5886
10	167	438	24	5.0663
10	167	438	25	6.3852
10	167	438	26	6.7499
10	167	438	27	4.9651
10	167	438	28	4.4072
10	167	438	29	4.6824
27	130	419	1	0.5933
27	130	419	2	2.0668
27	130	419	3	0.5636
27	130	419	4	0.1767
27	130	419	5	1.2567
27	130	419	6	-0.68
27	130	419	7	2.3546
27	130	419	8	0.8697
27	130	419	9	1.4702
27	130	419	10	0.4416
27	130	419	11	4.3305
27	130	419	12	-0.344
27	130	419	13	1.1333
27	130	419	14	-2.27
27	130	419	15	2.6488
27	130	419	16	-0.8504
27	130	419	17	0.3887
27	130	419	18	0.0865
27	130	419	19	1.0518
27	130	419	20	-0.1121
27	130	419	21	1.06
27	130	419	22	0.2153
27	130	419	23	-0.0148
27	130	419	24	-1.046
27	130	419	25	0.476
27	130	419	26	2.7107
27	130	419	27	1.6205
27	130	419	28	0.7907
27	130	419	29	0.7879
27	130	419	30	1.0881
27	130	419	31	1.0753
27	130	419	32	-1.2341
27	130	438	1	3.0634
27	130	438	2	7.3899
27	130	438	3	3.2777
27	130	438	4	4.5799
27	130	438	5	2.596
27	130	438	6	4.0675
27	130	438	7	5.0795
27	130	438	8	3.3794
27	130	438	9	3.0008
27	130	438	10	4.2108
27	130	438	11	2.9656
27	130	438	12	2.7005
27	130	438	13	3.5254
27	130	438	14	3.258
27	130	438	15	4.6617
27	130	438	16	3.0249
27	130	438	17	5.3237
27	130	438	18	2.0719
27	130	438	19	3.9125
27	130	438	20	4.8989
27	130	438	21	3.6124
27	167	419	1	0.8438
27	167	419	2	-0.0404
27	167	419	3	0.8782
27	167	419	4	3.5351
27	167	419	5	0.8122
27	167	419	6	1.9185
27	167	419	7	0.7109
27	167	419	8	2.8248
27	167	419	9	1.0685
27	167	419	10	1.37
27	167	419	11	2.0639
27	167	419	12	1.0791
27	167	419	13	0.0701
27	167	419	14	2.3026
27	167	419	15	0.7588
27	167	419	16	2.0137
27	167	419	17	3.1427
27	167	419	18	1.5104
27	167	419	19	1.8537
27	167	419	20	1.9013
27	167	419	21	1.0643
27	167	419	22	0.9272
27	167	419	23	0.1059
27	167	419	24	1.38
27	167	419	25	1.1891
27	167	419	26	1.9286
27	167	438	1	5.6274
27	167	438	2	6.3102
27	167	438	3	4.0098
27	167	438	4	5.9162
27	167	438	5	6.1298
27	167	438	6	5.5971
27	167	438	7	6.5534
27	167	438	8	4.8115
27	167	438	9	5.1145
27	167	438	10	5.1271
27	167	438	11	5.5146
27	167	438	12	7.3444
27	167	438	13	6.6388
27	167	438	14	7.3758
27	167	438	15	4.4645
27	167	438	16	6.3137
27	167	438	17	7.9974
27	167	438	18	6.6566
27	167	438	19	7.2074
27	167	438	20	4.5799
27	167	438	21	6.6045
27	167	438	22	7.4529
27	167	438	23	7.326
27	167	438	24	6.2657
27	167	438	25	5.9654
27	167	438	26	6.7205
27	167	438	27	6.3331
27	167	438	28	7.9313
27	167	438	29	6.3085
27	167	438	30	5.1634
27	167	438	31	5.806
27	167	438	32	5.9717
35	130	419	1	2.8173
35	130	419	2	2.1302
35	130	419	3	2.5248
35	130	419	4	4.6755
35	130	419	5	3.2068
35	130	419	6	2.8649
35	130	419	7	3.4845
35	130	419	8	3.6789
35	130	419	9	2.7475
35	130	419	10	1.3027
35	130	419	11	1.3894
35	130	419	12	2.508
35	130	419	13	2.9276
35	130	419	14	1.6152
35	130	419	15	1.7896
35	130	419	16	2.33
35	130	419	17	1.8474
35	130	419	18	1.3284
35	130	419	19	2.0811
35	130	419	20	0.0961
35	130	419	21	4.2615
35	130	419	22	1.6352
35	130	419	23	3.1341
35	130	438	1	0.1626
35	130	438	2	1.047
35	130	438	3	2.1198
35	130	438	4	0.3355
35	130	438	5	1.1714
35	130	438	6	1.3156
35	130	438	7	1.6058
35	130	438	8	1.0887
35	130	438	9	0.9502
35	130	438	10	0.8217
35	130	438	11	1.181
35	130	438	12	0.7659
35	130	438	13	-0.6014
35	130	438	14	2.3352
35	130	438	15	1.7828
35	130	438	16	2.6044
35	130	438	17	1.0966
35	130	438	18	1.7704
35	130	438	19	0.1832
35	130	438	20	0.4736
35	130	438	21	0.9523
35	130	438	22	2.1877
35	130	438	23	0.7023
35	130	438	24	1.1126
35	130	438	25	2.0345
35	130	438	26	2.3857
35	130	438	27	1.4489
35	130	438	28	1.1259
35	130	438	29	1.2433
35	130	438	30	0.8034
35	130	438	31	0.318
35	130	438	32	2.121
35	130	438	33	-1.6013
35	167	419	1	0.9078
35	167	419	2	1.6363
35	167	419	3	0.5281
35	167	419	4	-0.134
35	167	419	5	0.542
35	167	419	6	1.1816
35	167	419	7	2.1455
35	167	419	8	0.6949
35	167	419	9	1.2277
35	167	419	10	2.4329
35	167	419	11	0.7401
35	167	419	12	-0.0533
35	167	419	13	0.2186
35	167	419	14	1.8551
35	167	419	15	-0.2812
35	167	419	16	1.4993
35	167	419	17	-0.7912
35	167	419	18	1.6392
35	167	419	19	0.8497
35	167	419	20	0.5408
35	167	419	21	-0.1662
35	167	419	22	0.8783
35	167	419	23	-0.5706
35	167	419	24	1.0399
35	167	419	25	0.0478
35	167	438	1	5.2699
35	167	438	2	7.8266
35	167	438	3	8.2357
35	167	438	4	5.5581
35	167	438	5	7.2824
35	167	438	6	6.5444
35	167	438	7	5.2968
35	167	438	8	5.6091
35	167	438	9	7.6084
35	167	438	10	9.1734
35	167	438	11	6.1652
35	167	438	12	5.9997
35	167	438	13	7.3243
35	167	438	14	9.7098
35	167	438	15	6.8833
35	167	438	16	5.6074
35	167	438	17	7.4261
35	167	438	18	4.2348
35	167	438	19	7.6953
35	167	438	20	4.9379
35	167	438	21	6.418
35	167	438	22	6.3798
35	167	438	23	6.8494
35	167	438	24	8.2304
35	167	438	25	8.3901
35	167	438	26	5.5365
35	167	438	27	5.59
35	167	438	28	6.5795
35	167	438	29	5.3862
35	167	438	30	6.96
35	167	438	31	4.7966
35	167	438	32	6.4803
19	130	419	1	1.3844
19	130	419	2	-0.6585
19	130	419	3	1.2585
19	130	419	4	1.177
19	130	419	5	0.0734
19	130	419	6	0.1414
19	130	419	7	1.28
19	130	419	8	0.37
19	130	419	9	1.2462
19	130	419	10	0.5008
19	130	419	11	0.2321
19	130	419	12	-0.274
19	130	419	13	2.8059
19	130	419	14	1.085
19	130	419	15	1.7849
19	130	419	16	0.4876
19	130	419	17	1.7364
19	130	419	18	1.3734
19	130	419	19	1.5884
19	130	419	20	0.2625
19	130	419	21	2.0606
19	130	419	22	0.9204
19	130	419	23	0.4708
19	130	419	24	-0.0267
19	130	419	25	1.5574
19	130	419	26	0.8595
19	130	419	27	0.0075
19	130	419	28	1.4972
19	130	419	29	1.7315
19	130	419	30	-0.2683
19	130	438	1	3.7025
19	130	438	2	1.7026
19	130	438	3	2.585
19	130	438	4	3.1486
19	130	438	5	2.4983
19	130	438	6	1.2519
19	130	438	7	3.4364
19	130	438	8	3.3428
19	130	438	9	3.3174
19	130	438	10	1.7928
19	130	438	11	2.8016
19	130	438	12	2.0381
19	130	438	13	2.3024
19	130	438	14	2.4473
19	130	438	15	4.5479
19	130	438	16	2.9107
19	130	438	17	3.6356
19	130	438	18	3.5928
19	130	438	19	3.4004
19	130	438	20	2.801
19	130	438	21	1.1604
19	130	438	22	2.4308
19	130	438	23	3.4031
19	130	438	24	2.3101
19	130	438	25	2.272
19	130	438	26	0.6932
19	130	438	27	3.7206
19	130	438	28	3.4391
19	130	438	29	2.5096
19	167	438	1	4.7364
19	167	438	2	5.0571
19	167	438	3	7.3428
19	167	438	4	6.1807
19	167	438	5	4.9886
19	167	438	6	6.4216
19	167	438	7	6.6629
19	167	438	8	6.5905
19	167	438	9	5.2148
19	167	438	10	4.8546
19	167	438	11	4.9048
19	167	438	12	6.1153
19	167	438	13	5.3839
19	167	438	14	4.7558
19	167	438	15	7.687
19	167	438	16	5.624
19	167	438	17	5.6108
19	167	438	18	7.2234
19	167	438	19	8.8235
19	167	438	20	6.4559
19	167	438	21	4.8144
19	167	438	22	4.5926
19	167	438	23	6.4675
19	167	438	24	4.577
19	167	438	25	5.299
19	167	438	26	6.351
19	167	438	27	4.0679
19	167	438	28	4.3181
19	167	438	29	6.2468
19	167	438	30	3.743
19	167	438	31	5.8671
19	167	438	32	5.6576
19	167	438	33	6.0528
19	167	438	34	4.6545
19	167	438	35	5.1812
19	167	438	36	5.5644
19	167	438	37	7.6122
19	167	438	38	5.6901
19	167	438	39	6.0787
30	130	438	1	2.9599
30	130	438	2	1.6455
30	130	438	3	2.0427
30	130	438	4	4.6223
30	130	438	5	4.3655
30	130	438	6	4.2168
30	130	438	7	4.3471
30	130	438	8	3.7194
30	130	438	9	1.3587
30	130	438	10	2.2129
30	130	438	11	2.9388
30	130	438	12	4.4498
30	130	438	13	5.0531
30	130	438	14	2.8063
30	130	438	15	3.6959
30	130	438	16	2.9526
30	130	438	17	3.7241
30	130	438	18	3.3573
30	130	438	19	0.3359
30	130	438	20	2.9122
30	130	438	21	4.7682
30	130	438	22	3.6471
30	130	438	23	4.5789
30	130	438	24	3.4381
30	130	438	25	5.3708
30	130	438	26	3.7698
30	130	438	27	2.1782
30	130	438	28	2.3681
30	167	419	1	3.1042
30	167	419	2	1.3182
30	167	419	3	2.004
30	167	419	4	2.6352
30	167	419	5	1.209
30	167	419	6	3.7926
30	167	419	7	1.5557
30	167	419	8	2.2327
30	167	419	9	2.6965
30	167	419	10	1.924
30	167	419	11	2.4213
30	167	419	12	1.9962
30	167	419	13	3.1672
30	167	419	14	2.6444
30	167	419	15	0.7682
30	167	419	16	3.3716
30	167	419	17	1.9656
30	167	419	18	0.7575
30	167	419	19	2.23
30	167	419	20	2.2313
30	167	419	21	1.1192
30	167	419	22	0.5302
30	167	419	23	1.6366
30	167	419	24	0.5369
30	167	419	25	3.3905
30	167	419	26	0.829
30	167	438	1	5.6685
30	167	438	2	4.9806
30	167	438	3	5.2258
30	167	438	4	7.5555
30	167	438	5	5.5605
30	167	438	6	7.085
30	167	438	7	8.0438
30	167	438	8	6.8363
30	167	438	9	5.6856
30	167	438	10	6.1446
30	167	438	11	5.2814
30	167	438	12	8.4578
30	167	438	13	5.7775
30	167	438	14	6.5841
30	167	438	15	3.8696
30	167	438	16	6.5018
30	167	438	17	6.2431
30	167	438	18	5.9329
30	167	438	19	6.5767
30	167	438	20	6.4341
30	167	438	21	5.4927
30	167	438	22	5.5289
30	167	438	23	6.2681
30	167	438	24	5.5162
30	167	438	25	5.7798
30	167	438	26	5.7576
30	167	438	27	5.6809
30	167	438	28	4.4643
5	130	419	1	0.5189
5	130	419	2	1.2437
5	130	419	3	3.2229
5	130	419	4	2.2057
5	130	419	5	1.9269
5	130	419	6	3.3695
5	130	419	7	2.2177
5	130	419	8	2.4253
5	130	419	9	1.3037
5	130	419	10	2.5219
5	130	419	11	0.8991
5	130	419	12	2.4306
5	130	419	13	0.7532
5	130	419	14	2.9208
5	130	419	15	0.7052
5	130	419	16	0.7735
5	130	419	17	1.4233
5	130	419	18	2.2009
5	130	419	19	2.3942
5	130	419	20	1.0362
5	130	419	21	2.7565
5	130	419	22	2.094
5	130	419	23	3.7736
5	130	419	24	0.5692
5	130	419	25	0.92
5	130	419	26	0.8146
5	130	438	1	4.223
5	130	438	2	5.1498
5	130	438	3	6.561
5	130	438	4	4.4027
5	130	438	5	4.24
5	130	438	6	3.1406
5	130	438	7	4.3832
5	130	438	8	3.7691
5	130	438	9	4.4728
5	130	438	10	4.5683
5	130	438	11	5.6206
5	130	438	12	3.9353
5	130	438	13	3.9236
5	130	438	14	3.0707
5	130	438	15	3.4914
5	130	438	16	4.0543
5	130	438	17	5.2155
5	130	438	18	4.6352
5	130	438	19	6.1922
5	130	438	20	5.1659
5	130	438	21	3.6109
5	130	438	22	4.9659
5	130	438	23	4.979
5	130	438	24	3.6321
5	130	438	25	4.0745
5	130	438	26	3.8312
5	130	438	27	3.8202
5	130	438	28	2.4047
5	167	419	1	1.8152
5	167	419	2	1.9438
5	167	419	3	2.1723
5	167	419	4	3.6019
5	167	419	5	4.2071
5	167	419	6	1.9872
5	167	419	7	2.039
5	167	419	8	1.8666
5	167	419	9	1.4689
5	167	419	10	2.46
5	167	419	11	3.548
5	167	419	12	3.4403
5	167	419	13	3.78
5	167	419	14	2.3344
5	167	419	15	1.6413
5	167	419	16	3.5165
5	167	419	17	3.4099
5	167	419	18	3.2877
5	167	419	19	2.0949
5	167	419	20	1.4773
5	167	419	21	4.446
5	167	419	22	2.3992
5	167	419	23	1.9867
5	167	419	24	3.5278
5	167	419	25	3.5505
5	167	419	26	2.8655
5	167	419	27	3.1622
5	167	419	28	2.5116
5	167	419	29	1.3877
5	167	419	30	2.876
5	167	438	1	6.1137
5	167	438	2	4.7035
5	167	438	3	4.4442
5	167	438	4	6.156
5	167	438	5	4.364
5	167	438	6	4.294
5	167	438	7	4.5415
5	167	438	8	3.5017
5	167	438	9	4.9297
5	167	438	10	7.5286
5	167	438	11	5.2453
5	167	438	12	5.8982
5	167	438	13	5.4663
5	167	438	14	7.2034
5	167	438	15	6.6162
5	167	438	16	4.9776
5	167	438	17	4.916
5	167	438	18	5.7332
5	167	438	19	4.7994
5	167	438	20	4.7974
5	167	438	21	6.0956
5	167	438	22	4.0591
5	167	438	23	6.1829
5	167	438	24	4.5174
5	167	438	25	4.2862
5	167	438	26	4.1734
5	167	438	27	4.0368
5	167	438	28	5.7458
5	167	438	29	5.0557
5	167	438	30	6.1056
5	167	438	31	5.2364
5	167	438	32	4.0253
5	167	438	33	4.9517
5	167	438	34	6.6288
5	167	438	35	5.0886
11	130	419	1	1.8782
11	130	419	2	3.1653
11	130	419	3	3.0616
11	130	419	4	4.1424
11	130	419	5	2.211
11	130	419	6	2.428
11	130	419	7	1.9481
11	130	419	8	0.5732
11	130	419	9	3.6183
11	130	419	10	4.228
11	130	419	11	3.1194
11	130	419	12	2.4662
11	130	419	13	1.5054
11	130	419	14	1.8979
11	130	419	15	2.6807
11	130	419	16	2.0815
11	130	419	17	1.8976
11	130	419	18	2.4516
11	130	419	19	4.1552
11	130	419	20	3.5956
11	130	419	21	4.2126
11	130	419	22	2.5691
11	130	419	23	2.4247
11	130	419	24	4.1779
11	130	419	25	3.2941
11	130	419	26	1.4539
11	130	438	1	4.2045
11	130	438	2	2.6485
11	130	438	3	2.9621
11	130	438	4	3.8403
11	130	438	5	0.1578
11	130	438	6	2.1047
11	130	438	7	0.773
11	130	438	8	2.9846
11	130	438	9	2.0366
11	130	438	10	1.8005
11	130	438	11	2.0267
11	130	438	12	1.9333
11	130	438	13	1.7617
11	130	438	14	4.0631
11	130	438	15	4.8471
11	130	438	16	2.665
11	130	438	17	3.4171
11	130	438	18	2.5357
11	130	438	19	4.293
11	130	438	20	4.2078
11	130	438	21	1.6985
11	130	438	22	4.1354
11	167	419	1	1.0838
11	167	419	2	1.6715
11	167	419	3	1.8156
11	167	419	4	0.9676
11	167	419	5	1.1456
11	167	419	6	0.5936
11	167	419	7	1.175
11	167	419	8	-0.1216
11	167	419	9	-0.4629
11	167	419	10	0.5786
11	167	419	11	0.095
11	167	419	12	0.6248
11	167	419	13	1.0385
11	167	419	14	1.2844
11	167	419	15	-0.5771
11	167	419	16	0.7868
11	167	419	17	0.4489
11	167	419	18	-0.4252
11	167	419	19	0.9127
11	167	419	20	1.455
11	167	419	21	1.924
11	167	419	22	2.5274
11	167	419	23	0.5343
11	167	419	24	1.4114
11	167	419	25	1.0317
11	167	419	26	1.5616
11	167	419	27	0.9874
11	167	419	28	1.4152
11	167	419	29	1.535
11	167	438	1	6.7895
11	167	438	2	7.0364
11	167	438	3	6.5178
11	167	438	4	6.4502
11	167	438	5	6.6066
11	167	438	6	6.9905
11	167	438	7	6.0595
11	167	438	8	5.5977
11	167	438	9	4.4946
11	167	438	10	4.9309
11	167	438	11	6.2026
11	167	438	12	7.5343
11	167	438	13	7.2671
11	167	438	14	6.5767
11	167	438	15	5.4319
11	167	438	16	7.3683
11	167	438	17	3.5701
11	167	438	18	6.3032
11	167	438	19	6.4706
11	167	438	20	6.0163
11	167	438	21	6.0896
11	167	438	22	6.3785
11	167	438	23	6.6313
11	167	438	24	5.5467
11	167	438	25	6.4402
11	167	438	26	7.9056
11	167	438	27	6.8215
11	167	438	28	5.4977
11	167	438	29	6.9786
6	130	419	1	-0.0054
6	130	419	2	0.8519
6	130	419	3	-0.9254
6	130	419	4	-1.7311
6	130	419	5	-0.6602
6	130	419	6	-1.2733
6	130	419	7	-0.5839
6	130	419	8	-0.2161
6	130	419	9	2.3621
6	130	419	10	0.0365
6	130	419	11	-0.8189
6	130	419	12	0.216
6	130	419	13	-0.3321
6	130	419	14	0.706
6	130	419	15	1.4228
6	130	419	16	1.636
6	130	419	17	-0.6497
6	130	419	18	0.7813
6	130	419	19	0.7141
6	130	419	20	0.3488
6	130	438	1	3.0955
6	130	438	2	0.7909
6	130	438	3	1.4478
6	130	438	4	2.0503
6	130	438	5	0.6848
6	130	438	6	2.5843
6	130	438	7	1.9636
6	130	438	8	1.3448
6	130	438	9	1.892
6	130	438	10	1.1397
6	130	438	11	1.9368
6	130	438	12	2.4478
6	130	438	13	3.1446
6	130	438	14	3.6646
6	130	438	15	3.0147
6	130	438	16	2.3703
6	130	438	17	3.1134
6	130	438	18	3.0234
6	130	438	19	3.3651
6	130	438	20	2.7583
6	130	438	21	1.7604
6	130	438	22	2.5751
6	130	438	23	2.5968
6	130	438	24	0.9989
6	130	438	25	2.8254
6	130	438	26	3.0419
6	130	438	27	2.8153
6	130	438	28	1.6676
6	130	438	29	4.9183
6	130	438	30	1.0434
6	130	438	31	2.7731
6	130	438	32	1.8742
6	130	438	33	2.5278
6	167	419	1	-0.8027
6	167	419	2	2.5265
6	167	419	3	3.1002
6	167	419	4	1.2995
6	167	419	5	2.022
6	167	419	6	1.1474
6	167	419	7	2.4312
6	167	419	8	2.1302
6	167	419	9	0.6376
6	167	419	10	0.8565
6	167	419	11	3.3073
6	167	419	12	2.2057
6	167	419	13	2.1975
6	167	419	14	1.2383
6	167	419	15	2.7641
6	167	419	16	3.6368
6	167	419	17	-1.2041
6	167	419	18	2.1933
6	167	419	19	1.2228
6	167	419	20	1.6249
6	167	419	21	1.9772
6	167	419	22	1.4083
6	167	419	23	2.7169
6	167	419	24	0.8333
6	167	419	25	0.0192
6	167	419	26	1.5115
6	167	419	27	-0.694
6	167	419	28	-0.2551
6	167	419	29	-0.0449
6	167	419	30	0.6988
6	167	419	31	2.2455
6	167	419	32	0.2585
6	167	419	33	0.4163
6	167	419	34	2.2569
6	167	419	35	2.3451
6	167	438	1	4.5692
6	167	438	2	6.6224
6	167	438	3	6.2441
6	167	438	4	5.6592
6	167	438	5	4.1064
6	167	438	6	4.2558
6	167	438	7	4.2157
6	167	438	8	6.4305
6	167	438	9	5.0364
6	167	438	10	6.0629
6	167	438	11	4.988
6	167	438	12	4.8905
6	167	438	13	4.7319
6	167	438	14	4.4587
6	167	438	15	6.3619
6	167	438	16	5.2998
6	167	438	17	6.5815
